"","year_month","ten_year_t_yield","three_month_t_yield","three_month_bond_equivalent","spread","rec_prob","nber_rec","sp500","cpi","monetary_base","m1","m2","m3","one_year_rec","one_half_year_rec"
"710","2019-02",2.68,2.39,2.43792288467187,0.242077115328132,0.0914214972202817,0,2754.86,253.322,3353500,3752.1,14469.9,1.44699e+13,0,1
"711","2019-03",2.57,2.4,2.44818565966866,0.121814340331343,0.108365860905236,0,2803.98,254.202,3381500,3736.9,14509.9,1.45099e+13,0,1
"712","2019-04",2.53,2.38,2.42766063165567,0.102339368344334,0.112105077576948,0,2903.8,255.211,3286700,3783.9,14541,1.4541e+13,0,1
"713","2019-05",2.4,2.35,2.39687700409237,0.00312299590763443,0.111181562012393,0,2854.71,255.29,3244500,3788.2,14643.2,1.46432e+13,0,1
"714","2019-05",2.4,2.35,2.39687700409237,0.00312299590763443,0.111181562012393,0,2752.08,255.29,3244500,3788.2,14643.2,1.46432e+13,0,1
"715","2019-06",2.07,2.17,2.21227382534139,-0.142273825341393,0.125063483644149,0,2890.17,255.159,3274800,3828.4,14757.7,1.47577e+13,1,1
"716","2019-07",2.06,2.1,2.1405293097526,-0.0805293097526034,0.13599418924895,0,2996.11,255.685,3260300,3860.3,14840.6,1.48406e+13,1,1
"717","2019-08",1.63,1.95,1.98687698111943,-0.356876981119435,0.146144586492067,0,2897.5,256.059,3271400,3855.3,14914.6,1.49146e+13,1,1
"718","2019-09",1.7,1.89,1.9254488317939,-0.225448831793895,0.145054241991326,0,2982.16,256.511,3202700,3899.5,15008.1,1.50081e+13,1,1
"719","2019-10",1.71,1.65,1.67992334695961,0.0300766530403891,0.141196577386744,0,2977.68,257.244,3252800,3933.1,15140.8,1.51408e+13,1,1
"720","2019-11",1.81,1.54,1.5674907821726,0.242509217827398,0.157683065953451,0,3104.9,257.803,3315600,3949.5,15242.2,1.52422e+13,1,1
"721","2019-12",1.86,1.54,1.5674907821726,0.292509217827398,0.21345904339413,0,3176.75,258.616,3426500,4021.2,15320.7,1.53207e+13,1,1
"722","2019-12",1.86,1.54,1.5674907821726,0.292509217827398,0.21345904339413,0,3230.58,258.616,3426500,4021.2,15320.7,1.53207e+13,1,1
"723","2020-01",1.76,1.52,1.54705524113762,0.212944758862385,0.236219440200611,0,3278.2,259.037,3442600,3978.6,15396,1.5396e+13,1,1
"724","2020-01",1.76,1.52,1.54705524113762,0.212944758862385,0.236219440200611,0,3225.04,259.037,3442600,3978.6,15396,1.5396e+13,1,1
"725","2020-02",1.5,1.52,1.54705524113762,-0.0470552411376153,0.246187959265868,0,2954.81,259.248,3454500,3981.4,15450.3,1.54503e+13,1,1
"726","2020-02",1.5,1.52,1.54705524113762,-0.0470552411376153,0.246187959265868,0,3277.31,259.248,3454500,3981.4,15450.3,1.54503e+13,1,1
"727","2020-03",0.87,0.29,0.294243474591513,0.575756525408487,0.270795626919762,1,2584.59,258.124,3883100,4261,15978.7,1.59787e+13,1,1
"728","2020-03",0.87,0.29,0.294243474591513,0.575756525408487,0.270795626919762,1,2652.39,258.124,3883100,4261,15978.7,1.59787e+13,1,1
"729","2020-04",0.66,0.14,0.141994694789212,0.518005305210788,0.27489300364291,1,2761.98,256.092,4844900,4794.5,16997.6,1.69976e+13,1,1
"730","2020-04",0.66,0.14,0.141994694789212,0.518005305210788,0.27489300364291,1,2912.43,256.092,4844900,4794.5,16997.6,1.69976e+13,0,0
"731","2020-05",0.67,0.13,0.131848882563353,0.538151117436647,0.296229213751029,0,2919.61,255.868,5149400,16244.2,17851.1,1.78511e+13,0,0
"732","2020-06",0.73,0.16,0.162287858645052,0.567712141354948,0.328795832873009,0,3104.66,256.986,5001800,16559.7,18131.7,1.81317e+13,0,0
"733","2020-06",0.73,0.16,0.162287858645052,0.567712141354948,0.328795832873009,0,3100.29,256.986,5001800,16559.7,18131.7,1.81317e+13,0,0
"734","2020-07",0.62,0.13,0.131848882563353,0.488151117436647,0.31478756405836,0,3207.62,258.278,4700300,16767.2,18286.3,1.82863e+13,0,0
"735","2020-07",0.62,0.13,0.131848882563353,0.488151117436647,0.31478756405836,0,3271.12,258.278,4700300,16767.2,18286.3,1.82863e+13,0,0
"736","2020-08",0.65,0.1,0.101414524226957,0.548585475773043,0.3792706547967,0,3391.71,259.411,4807400,16878.5,18346,1.8346e+13,0,0
"737","2020-08",0.65,0.1,0.101414524226957,0.548585475773043,0.3792706547967,0,3500.31,259.411,4807400,16878.5,18346,1.8346e+13,0,0
"738","2020-09",0.68,0.11,0.111558797321144,0.568441202678856,0.348049830450494,0,3363,260.029,4880300,17158.6,18577.3,1.85773e+13,0,0
"739","2020-09",0.68,0.11,0.111558797321144,0.568441202678856,0.348049830450494,0,3365.52,260.029,4880300,17158.6,18577.3,1.85773e+13,0,0
"740","2020-10",0.79,0.1,0.101414524226957,0.688585475773043,0.290358221511335,0,3418.7,260.286,4917100,17357.2,18729.1,1.87291e+13,0,0
"741","2020-11",0.87,0.09,0.0912707640988325,0.778729235901167,0.246101758375246,0,3548.99,260.813,5093000,17609.1,18949.3,1.89493e+13,0,0
"742","2020-11",0.87,0.09,0.0912707640988325,0.778729235901167,0.246101758375246,0,3621.63,260.813,5093000,17609.1,18949.3,1.89493e+13,0,0
"743","2020-12",0.93,0.09,0.0912707640988325,0.838729235901168,0.236237364642239,0,3695.31,262.035,5206500,17827.2,19114.2,1.9114e+13,0,0
"744","2020-12",0.93,0.09,0.0912707640988325,0.838729235901168,0.236237364642239,0,3756.07,262.035,5206500,17827.2,19114.2,1.9114e+13,0,0
"745","2021-01",1.08,0.08,0.0811275168978616,0.998872483102138,0.252036785453889,0,3793.75,262.65,5248000,18098.6,19356.8,1.93564e+13,0,0
"746","2021-02",1.26,0.04,0.0405596565874994,1.2194403434125,0.307301458544432,0,3883.43,263.638,5446800,18362.3,19600.1,1.96005e+13,0,0
"747","2021-03",1.61,0.03,0.0304189734388191,1.57958102656118,0.184658388583261,0,3910.51,264.914,5839000,18635,19841,1.98403e+13,0,0
"748","2021-03",1.61,0.03,0.0304189734388191,1.57958102656118,0.184658388583261,0,3972.89,264.914,5839000,18635,19841,1.98403e+13,0,0
"749","2021-04",1.64,0.02,0.0202788029839286,1.61972119701607,0.194564677416647,0,4181.17,266.67,6042100,18933.5,20116.7,2.01172e+13,0,0
"750","2021-04",1.64,0.02,0.0202788029839286,1.61972119701607,0.194564677416647,0,4141.18,266.67,6042100,18933.5,20116.7,2.01172e+13,0,0
"751","2021-05",1.62,0.02,0.0202788029839286,1.59972119701607,0.191072835121231,0,4167.85,268.444,6041900,19266.5,20430.9,2.04324e+13,0,0
"752","2021-06",1.52,0.04,0.0405596565874994,1.4794403434125,0.186019160436763,0,4297.5,270.559,6027000,19358.7,20506.5,2.05069e+13,0,0
"753","2021-06",1.52,0.04,0.0405596565874994,1.4794403434125,0.186019160436763,0,4238.49,270.559,6027000,19358.7,20506.5,2.05069e+13,0,0
"754","2021-07",1.32,0.05,0.0507008524688537,1.26929914753115,0.199810121407816,0,4363.71,271.764,6130200,19534,20662.6,2.06632e+13,0,0
"755","2021-08",1.28,0.05,0.0507008524688537,1.22929914753115,0.189279468608375,0,4522.68,272.87,6328700,19733.1,20847.2,2.08482e+13,0,0
"756","2021-08",1.28,0.05,0.0507008524688537,1.22929914753115,0.189279468608375,0,4454.21,272.87,6328700,19733.1,20847.2,2.08482e+13,0,0
"757","2021-09",1.37,0.04,0.0405596565874994,1.3294403434125,0.185895578311231,0,4307.54,274.028,6388800,19865.5,20963.9,2.09642e+13,0,0
"758","2021-09",1.37,0.04,0.0405596565874994,1.3294403434125,0.185895578311231,0,4445.54,274.028,6388800,19865.5,20963.9,2.09642e+13,0,0
"759","2021-10",1.58,0.05,0.0507008524688537,1.52929914753115,0.16622903937957,0,4460.71,276.522,6330900,20035.3,21116.1,2.11159e+13,0,0
"760","2021-11",1.56,0.05,0.0507008524688537,1.50929914753115,0.152390270834823,0,4667.39,278.711,6394700,20250.3,21316,2.1316e+13,0,0
"761","2021-11",1.56,0.05,0.0507008524688537,1.50929914753115,0.152390270834823,0,4567,278.711,6394700,20250.3,21316,2.1316e+13,0,0
"762","2021-12",1.47,0.06,0.0608425611217701,1.40915743887823,0.143615519378374,0,4766.18,280.887,6413100,20494.8,21549.3,2.15503e+13,0,0
"763","2021-12",1.47,0.06,0.0608425611217701,1.40915743887823,0.143615519378374,0,4674.77,280.887,6413100,20494.8,21549.3,2.15503e+13,0,0
"764","2022-01",1.76,0.15,0.152141020136802,1.6078589798632,0.121890878449789,0,4515.55,282.599,6103900,20506.7,21562.4,2.15619e+13,0,0
"765","2022-01",1.76,0.15,0.152141020136802,1.6078589798632,0.121890878449789,0,4573.82,282.599,6103900,20506.7,21562.4,2.15619e+13,0,0
"766","2022-02",1.93,0.33,0.334862664606059,1.59513733539394,0.0959114005356224,0,4373.94,284.61,6039900,20534.5,21571.1,2.15703e+13,0,0
