"","year_month","ten_year_t_yield","three_month_t_yield","three_month_bond_equivalent","spread","rec_prob","nber_rec","sp500","cpi","monetary_base","m1","m2","m3","one_year_rec","one_half_year_rec"
"530","2004-02",4.08,0.93,0.945138529827202,3.1348614701728,0.0122601808541298,0,1143.36,186.7,735300,1321.4,6114.3,6.1143e+12,0,0
"531","2004-03",3.83,0.94,0.955325515126776,2.87467448487322,0.0132866933476856,0,1123.98,187.1,736800,1328.7,6150.1,6.1501e+12,0,0
"532","2004-04",4.35,0.94,0.955325515126776,3.39467448487322,0.0103701758583051,0,1133.36,187.4,741200,1332.8,6191.2,6.1912e+12,0,0
"533","2004-05",4.72,1.02,1.03683998576329,3.68316001423671,0.017666098463253,0,1102.78,188.2,745000,1333.3,6268.1,6.2681e+12,0,0
"534","2004-06",4.73,1.27,1.29178588039437,3.43821411960563,0.0202132016279763,0,1132.76,188.9,750700,1342.7,6270.5,6.2705e+12,0,0
"535","2004-07",4.5,1.33,1.35302100366872,3.14697899633128,0.00668590139814535,0,1105.85,189.1,757300,1340.8,6284.3,6.2843e+12,0,0
"536","2004-08",4.28,1.48,1.50619038112583,2.77380961887417,0.00308150368166605,0,1088.94,189.2,757200,1354.3,6310.6,6.3106e+12,0,0
"537","2004-09",4.13,1.65,1.67992334695961,2.45007665304039,0.00425058159331341,0,1117.66,189.8,762200,1362.5,6345.3,6.3453e+12,0,0
"538","2004-10",4.1,1.76,1.79241871615498,2.30758128384502,0.00394144195677474,0,1117.21,190.8,763900,1362.3,6373.3,6.3733e+12,0,0
"539","2004-11",4.19,2.07,2.10978947341967,2.08021052658033,0.00394282219198917,0,1168.94,191.7,770500,1374.2,6399.8,6.3998e+12,0,0
"540","2004-12",4.23,2.19,2.23277694771975,1.99722305228025,0.00393869423738715,0,1199.21,191.7,776300,1376,6418.3,6.4183e+12,0,0
"541","2005-01",4.22,2.33,2.37635719488979,1.84364280511021,0.00474036975351685,0,1181.41,191.6,775200,1367.1,6424.5,6.4245e+12,0,0
"542","2005-02",4.17,2.54,2.59191933989509,1.57808066010491,0.00590674236517141,0,1199.63,192.4,772900,1371.1,6432.8,6.4328e+12,0,0
"543","2005-03",4.5,2.74,2.79743087260487,1.70256912739513,0.00931209462169335,0,1194.9,193.1,773500,1370.9,6441.9,6.4419e+12,0,0
"544","2005-04",4.34,2.78,2.83855829101279,1.50144170898721,0.0036577627728467,0,1164.43,193.7,775500,1358.4,6455.9,6.4559e+12,0,0
"545","2005-05",4.14,2.84,2.90026512552894,1.23973487447106,0.00208675689017493,0,1178.28,193.6,776400,1366,6473.3,6.4733e+12,0,0
"546","2005-06",4,2.97,3.03402796494684,0.965972035053161,0.00336731069694666,0,1202.25,193.7,780700,1380.1,6505.8,6.5058e+12,0,0
"547","2005-07",4.18,3.22,3.2915133119631,0.888486688036904,0.00577935782040233,0,1222.24,194.9,782900,1369,6537.4,6.5374e+12,0,0
"548","2005-08",4.26,3.44,3.51837197676686,0.741628023233136,0.0110361473022884,0,1224.27,196.1,782700,1377.8,6570.2,6.5702e+12,0,0
"549","2005-09",4.2,3.42,3.49773794453047,0.702262055469535,0.0185710566025317,0,1225.92,198.8,787900,1378.6,6604.3,6.6043e+12,0,0
"550","2005-10",4.46,3.71,3.79713754462334,0.662862455376658,0.0230760844867104,0,1191.96,199.1,787200,1376.5,6638.6,6.6386e+12,0,0
"551","2005-11",4.54,3.88,3.97285375566809,0.567146244331909,0.032151495441066,0,1237.37,198.1,793500,1376.1,6655,6.655e+12,0,0
"552","2005-12",4.47,3.89,3.98319475307335,0.486805246926654,0.036124793105198,0,1262.07,198.1,803100,1374.3,6681.9,6.6819e+12,0,0
"553","2006-01",4.42,4.24,4.34546259128392,0.0745374087160826,0.044534821064194,0,1278.73,199.3,804200,1379.5,6724.3,6.7243e+12,0,0
"554","2006-02",4.57,4.43,4.54239375540602,0.0276062445939775,0.0627334535355321,0,1276.65,199.4,804900,1378.4,6748.6,6.7486e+12,0,0
"555","2006-03",4.72,4.51,4.62536938469929,0.0946306153007104,0.0535869997489099,0,1293.74,199.7,810100,1383.2,6762.9,6.7629e+12,0,0
"556","2006-04",4.99,4.6,4.71875755310359,0.271242446896412,0.0689425908325989,0,1302.17,200.7,809200,1381.4,6800.1,6.8001e+12,0,0
"557","2006-05",5.11,4.72,4.84334200719248,0.26665799280752,0.0937430912183541,0,1290.01,201.3,812600,1387.2,6806.9,6.8069e+12,0,0
"558","2006-06",5.11,4.79,4.91605160370947,0.193948396290531,0.126154232833698,0,1253.17,201.8,812400,1375.4,6844.9,6.8449e+12,0,0
"559","2006-07",5.09,4.95,5.08234281446601,0.00765718553399353,0.136602398682613,0,1260.24,202.9,811500,1372.4,6886.3,6.8863e+12,0,1
"560","2006-08",4.88,4.96,5.09274053803465,-0.212740538034647,0.157990619396959,0,1287.15,203.8,809700,1372.4,6917.1,6.9171e+12,0,1
"561","2006-09",4.72,4.81,4.93683055843704,-0.216830558437041,0.16407874012051,0,1317.74,202.8,810400,1364.4,6944.2,6.9442e+12,0,1
"562","2006-10",4.73,4.92,5.05115283745515,-0.321152837455149,0.170322413583849,0,1363.38,201.9,809800,1370.3,6993.3,6.9933e+12,0,1
"563","2006-11",4.6,4.94,5.07194562320713,-0.471945623207127,0.18611511992129,0,1388.64,202,816800,1370.8,7028.4,7.0284e+12,0,1
"564","2006-12",4.56,4.85,4.97839484907329,-0.418394849073291,0.200048580374664,0,1416.42,203.1,826700,1366.6,7071.6,7.0716e+12,0,1
"565","2007-01",4.76,4.98,5.11353758226474,-0.353537582264742,0.280794750306851,0,1424.16,203.437,823000,1371.7,7109.6,7.1096e+12,1,1
"566","2007-02",4.72,5.03,5.16553951112295,-0.445539511122953,0.290894046693915,0,1444.8,204.226,820000,1363,7125.3,7.1253e+12,1,1
"567","2007-03",4.56,4.94,5.07194562320713,-0.511945623207127,0.276523261687159,0,1406.95,205.288,820900,1366.5,7159.1,7.1591e+12,1,1
"568","2007-04",4.69,4.87,4.99918018563522,-0.309180185635221,0.240406216821242,0,1463.64,205.904,823000,1378,7231.3,7.2313e+12,1,1
"569","2007-05",4.75,4.73,4.85372749797088,-0.103727497970879,0.241310113100166,0,1511.14,206.755,825700,1380.9,7245.4,7.2454e+12,1,1
"570","2007-06",5.1,4.61,4.72913667012455,0.370863329875445,0.255889756941448,0,1514.19,207.234,827200,1368.2,7278.6,7.2786e+12,1,1
"571","2007-07",5,4.82,4.94722083338723,0.0527791666127682,0.295237783922456,0,1520.71,207.603,828900,1371.8,7309,7.309e+12,1,1
"572","2007-08",4.67,4.2,4.3040277614002,0.365972238599801,0.345080996013224,0,1454.62,207.667,829600,1376.3,7385.1,7.3851e+12,1,1
"573","2007-09",4.52,3.89,3.98319475307335,0.536805246926654,0.34603545223512,0,1497.12,208.547,827400,1375.7,7403.2,7.4032e+12,1,1
"574","2007-10",4.53,3.9,3.99353627847867,0.536463721521331,0.370696107138985,0,1539.66,209.19,829000,1379.4,7417.2,7.4172e+12,1,1
"575","2007-11",4.15,3.27,3.34304975879793,0.80695024120207,0.407275742421288,0,1463.39,210.834,834300,1371.8,7441.8,7.4418e+12,1,1
"576","2007-12",4.1,3,3.06490889243429,1.03509110756571,0.394174146232813,0,1479.22,211.445,837200,1373.4,7471.6,7.4716e+12,1,1
"577","2008-01",3.74,2.75,2.80771194204155,0.932288057958448,0.378466533071563,1,1378.76,212.174,830600,1377.7,7505.5,7.5055e+12,1,1
"578","2008-02",3.74,2.12,2.16102513804533,1.57897486195467,0.400801335056984,1,1354.87,212.687,829500,1380.4,7590.6,7.5906e+12,1,1
"579","2008-03",3.51,1.26,1.28158183815452,2.22841816184548,0.417131060466098,1,1316.94,213.448,833000,1388.7,7656.2,7.6562e+12,1,1
"580","2008-04",3.68,1.29,1.31219551755014,2.36780448244986,0.367836488046765,1,1370.47,213.942,830200,1391.4,7699.2,7.6992e+12,1,1
"581","2008-05",3.88,1.73,1.76173192937895,2.11826807062105,0.320020850908735,1,1403.22,215.208,834700,1393.4,7711.2,7.7112e+12,1,1
"582","2008-06",4.1,1.86,1.89474177759097,2.20525822240903,0.221226813035211,1,1341.25,217.463,840200,1404.6,7728.9,7.7289e+12,1,1
"583","2008-07",4.01,1.63,1.65947639259203,2.35052360740797,0.285455880401218,1,1257.33,219.016,847000,1421.1,7775.4,7.7754e+12,1,1
"584","2008-08",3.89,1.72,1.75150403922833,2.13849596077167,0.222147554752705,1,1281.47,218.69,847600,1407.4,7790.2,7.7902e+12,1,1
"585","2008-09",3.69,1.13,1.14897636777495,2.54102363222505,0.191304907914582,1,1216.95,218.877,909700,1462,7859.5,7.8595e+12,1,1
"586","2008-10",3.81,0.67,0.680457986762581,3.12954201323742,0.191363825713474,1,968.8,216.995,1136400,1473.8,7965.3,7.9653e+12,1,1
"587","2008-11",3.53,0.19,0.192731453523095,3.3372685464769,0.148219677976167,1,883.04,213.153,1442300,1514.6,8015.8,8.0158e+12,1,1
"588","2008-12",2.42,0.03,0.0304189734388191,2.38958102656118,0.11731574535313,1,877.56,211.398,1666400,1601.7,8192.1,8.1921e+12,1,1
"589","2009-01",2.52,0.13,0.131848882563353,2.38815111743665,0.130625686964638,1,865.58,211.933,1712000,1582.8,8273.7,8.2737e+12,1,1
"590","2009-02",2.87,0.3,0.304397501438591,2.56560249856141,0.0626636686348408,1,805.23,212.705,1561700,1567.2,8303.1,8.3031e+12,1,1
"591","2009-03",2.82,0.21,0.213029749958937,2.60697025004106,0.0259544373205783,1,757.13,212.495,1647300,1578.9,8369.3,8.3693e+12,1,1
"592","2009-04",2.93,0.16,0.162287858645052,2.76771214135495,0.0210707425557213,1,848.15,212.709,1753200,1611.6,8372.9,8.3729e+12,1,1
"593","2009-05",3.29,0.18,0.182583075299261,3.10741692470074,0.0304539336250467,1,902.41,213.022,1775100,1617.5,8430.7,8.4307e+12,1,1
"594","2009-06",3.72,0.18,0.182583075299261,3.53741692470074,0.0268512535751571,1,926.12,214.79,1683700,1658.8,8440.5,8.4405e+12,0,0
"595","2009-07",3.56,0.18,0.182583075299261,3.37741692470074,0.0216304929542946,0,935.82,214.726,1673600,1662.5,8445.1,8.4451e+12,0,0
"596","2009-08",3.59,0.17,0.172435210352893,3.41756478964711,0.029582318745147,0,1009.73,215.445,1710800,1660,8445,8.445e+12,0,0
"597","2009-09",3.4,0.12,0.121703583420304,3.2782964165797,0.016106079474506,0,1044.55,215.861,1801200,1664.9,8444.2,8.4442e+12,0,0
"598","2009-10",3.39,0.07,0.0709847825851408,3.31901521741486,0.00596344488378488,0,1067.66,216.509,1936300,1677.7,8471.1,8.4711e+12,0,0
"599","2009-11",3.4,0.05,0.0507008524688537,3.34929914753115,0.00407500781015583,0,1088.07,217.234,2024600,1683,8500.8,8.5008e+12,0,0
"600","2009-12",3.59,0.05,0.0507008524688537,3.53929914753115,0.0203828695027768,0,1110.38,217.347,2026200,1692.8,8496,8.496e+12,0,0
"601","2010-01",3.73,0.06,0.0608425611217701,3.66915743887823,0.0204274459437933,0,1123.58,217.488,1995000,1674.7,8458.1,8.4581e+12,0,0
"602","2010-02",3.69,0.11,0.111558797321144,3.57844120267886,0.0154901214199515,0,1089.16,217.281,2115200,1699.8,8507.4,8.5074e+12,0,0
"603","2010-03",3.73,0.15,0.152141020136802,3.5778589798632,0.0144990569246495,0,1152.05,217.353,2079600,1711.9,8504.5,8.5045e+12,0,0
"604","2010-04",3.85,0.16,0.162287858645052,3.68771214135495,0.0111487411287609,0,1197.32,217.403,2014400,1699,8535.2,8.5352e+12,0,0
"605","2010-05",3.42,0.16,0.162287858645052,3.25771214135495,0.00620449790144767,0,1125.06,217.29,2012300,1710.1,8589.9,8.5899e+12,0,0
"606","2010-06",3.2,0.12,0.121703583420304,3.0782964165797,0.00278150490072892,0,1083.36,217.199,2002400,1731.6,8609,8.609e+12,0,0
"607","2010-07",3.01,0.16,0.162287858645052,2.84771214135495,0.00377897463344749,0,1079.8,217.605,1994300,1724,8618.8,8.6188e+12,0,0
"608","2010-08",2.7,0.16,0.162287858645052,2.53771214135495,0.00350237335673556,0,1087.28,217.923,1993700,1748.7,8669.1,8.6691e+12,0,0
"609","2010-09",2.65,0.15,0.152141020136802,2.4978589798632,0.00454751035788412,0,1122.08,218.275,1961200,1766.2,8700.1,8.7001e+12,0,0
"610","2010-10",2.54,0.13,0.131848882563353,2.40815111743665,0.00421633477584636,0,1171.58,219.035,1961700,1780.4,8749.4,8.7494e+12,0,0
"611","2010-11",2.76,0.14,0.141994694789212,2.61800530521079,0.0039841938192553,0,1198.89,219.59,1973100,1828.4,8770,8.77e+12,0,0
"612","2010-12",3.29,0.14,0.141994694789212,3.14800530521079,0.00277133942130271,0,1241.53,220.472,2017000,1836.7,8801.8,8.8018e+12,0,0
"613","2011-01",3.39,0.15,0.152141020136802,3.2378589798632,0.00214590912551911,0,1282.62,221.187,2047900,1846.3,8823.1,8.8231e+12,0,0
"614","2011-02",3.58,0.13,0.131848882563353,3.44815111743665,0.0025673998518778,0,1321.12,221.898,2211600,1870.1,8886.9,8.8869e+12,0,0
"615","2011-03",3.41,0.1,0.101414524226957,3.30858547577304,0.00257033123728915,0,1304.49,223.046,2395300,1896.5,8943.5,8.9435e+12,0,0
"616","2011-04",3.46,0.06,0.0608425611217701,3.39915743887823,0.00206784800100148,0,1331.51,224.093,2496600,1897,9004.9,9.0049e+12,0,0
"617","2011-05",3.17,0.04,0.0405596565874994,3.1294403434125,0.00472360768107114,0,1338.31,224.806,2567200,1941.6,9075.5,9.0755e+12,0,0
"618","2011-06",3,0.04,0.0405596565874994,2.9594403434125,0.00653490078752145,0,1287.29,224.806,2648500,1963.4,9151,9.151e+12,0,0
"619","2011-07",3,0.04,0.0405596565874994,2.9594403434125,0.00974818044766246,0,1325.19,225.395,2684800,1996,9316.6,9.3166e+12,0,0
"620","2011-08",2.3,0.02,0.0202788029839286,2.27972119701607,0.0161906503766245,0,1185.31,226.106,2657700,2115.4,9507.6,9.5076e+12,0,0
"621","2011-09",1.98,0.01,0.0101391451839477,1.96986085481605,0.0172386501572822,0,1173.88,226.597,2637700,2120,9528.3,9.5283e+12,0,0
"622","2011-10",2.15,0.02,0.0202788029839286,2.12972119701607,0.0198114077873698,0,1207.22,226.75,2637800,2128.5,9562.1,9.5621e+12,0,0
"623","2011-11",2.01,0.01,0.0101391451839477,1.99986085481605,0.0142440930921229,0,1226.42,227.169,2605400,2182,9612.6,9.6126e+12,0,0
"624","2011-12",1.98,0.01,0.0101391451839477,1.96986085481605,0.005768681640038,0,1243.32,227.223,2619600,2165.7,9660.1,9.6601e+12,0,0
"625","2012-01",1.97,0.03,0.0304189734388191,1.93958102656118,0.00489918654848631,0,1300.58,227.842,2640800,2201.8,9733.3,9.7333e+12,0,0
"626","2012-02",1.97,0.09,0.0912707640988325,1.87872923590117,0.00330399890856791,0,1352.49,228.329,2694400,2207.1,9785.7,9.7857e+12,0,0
"627","2012-03",2.17,0.08,0.0811275168978616,2.08887248310214,0.00429904084814299,0,1389.24,228.807,2655200,2227.8,9830.6,9.8306e+12,0,0
"628","2012-04",2.05,0.08,0.0811275168978616,1.96887248310214,0.00362685209248049,0,1386.43,229.187,2639800,2237.3,9884.6,9.8846e+12,0,0
"629","2012-05",1.8,0.09,0.0912707640988325,1.70872923590117,0.00596453331301836,0,1341.27,228.713,2616500,2256.2,9928.4,9.9284e+12,0,0
"630","2012-06",1.62,0.09,0.0912707640988325,1.52872923590117,0.008050330246777,0,1323.48,228.524,2618800,2275.3,9999.3,9.9993e+12,0,0
"631","2012-07",1.53,0.1,0.101414524226957,1.42858547577304,0.008050330246777,0,1359.78,228.59,2647800,2315,10051.8,1.00518e+13,0,0
"632","2012-08",1.68,0.1,0.101414524226957,1.57858547577304,0.0240568101941659,0,1403.45,229.918,2650700,2354.1,10121.3,1.01213e+13,0,0
"633","2012-09",1.72,0.11,0.111558797321144,1.60844120267886,0.0375198246248939,0,1443.42,231.015,2594900,2386.6,10200.8,1.02008e+13,0,0
"634","2012-10",1.75,0.1,0.101414524226957,1.64858547577304,0.0299578447261966,0,1437.82,231.638,2611800,2420.1,10267.3,1.02673e+13,0,0
"635","2012-11",1.65,0.09,0.0912707640988325,1.55872923590117,0.0359925822114754,0,1394.51,231.249,2646800,2441.2,10337.6,1.03376e+13,0,0
"636","2012-12",1.72,0.07,0.0709847825851408,1.64901521741486,0.0375198246248939,0,1422.29,231.221,2675900,2460.7,10459.7,1.04597e+13,0,0
"637","2013-01",1.91,0.07,0.0709847825851408,1.83901521741486,0.0391145650125337,0,1480.4,231.679,2741700,2476.7,10482.9,1.04829e+13,0,0
"638","2013-02",1.98,0.1,0.101414524226957,1.87858547577304,0.0424862692408709,0,1512.31,232.937,2845300,2468.9,10501.3,1.05013e+13,0,0
"639","2013-03",1.96,0.09,0.0912707640988325,1.86872923590117,0.031758415002517,0,1550.83,232.282,2935000,2476.3,10558.3,1.05583e+13,0,0
"640","2013-04",1.76,0.06,0.0608425611217701,1.69915743887823,0.0375710275825067,0,1570.7,231.797,3011700,2504.9,10586.3,1.05863e+13,0,0
"641","2013-05",1.93,0.04,0.0405596565874994,1.8894403434125,0.053163403136268,0,1639.84,231.893,3116900,2523.5,10621,1.0621e+13,0,0
"642","2013-06",2.3,0.05,0.0507008524688537,2.24929914753115,0.0666796422434445,0,1618.77,232.445,3201500,2521,10678.7,1.06787e+13,0,0
"643","2013-07",2.58,0.04,0.0405596565874994,2.5394403434125,0.0752745561173844,0,1668.68,232.9,3290900,2542.3,10718.4,1.07184e+13,0,0
"644","2013-08",2.74,0.04,0.0405596565874994,2.6994403434125,0.0626940494963618,0,1670.09,233.456,3398900,2551.3,10776.6,1.07766e+13,0,0
"645","2013-09",2.81,0.02,0.0202788029839286,2.78972119701607,0.0603977449108724,0,1687.17,233.544,3486900,2585.5,10837.2,1.08372e+13,0,0
"646","2013-10",2.62,0.05,0.0507008524688537,2.56929914753115,0.0574144917732262,0,1720.03,233.669,3589500,2631.2,10961.6,1.09616e+13,0,0
"647","2013-11",2.72,0.07,0.0709847825851408,2.64901521741486,0.0642585532980204,0,1783.54,234.1,3684600,2638.8,10969.7,1.09697e+13,0,0
"648","2013-12",2.9,0.07,0.0709847825851408,2.82901521741486,0.0573831951219813,0,1807.78,234.719,3717500,2674.2,11035,1.1035e+13,0,0
"649","2014-01",2.86,0.04,0.0405596565874994,2.8194403434125,0.0448108493877677,0,1822.36,235.288,3728500,2697.8,11080.8,1.10808e+13,0,0
"650","2014-02",2.71,0.05,0.0507008524688537,2.65929914753115,0.0424945045974349,0,1817.04,235.547,3833400,2724,11178.8,1.11788e+13,0,0
"651","2014-03",2.72,0.05,0.0507008524688537,2.66929914753115,0.0430622087331108,0,1863.52,236.028,3885900,2749.9,11208.1,1.12081e+13,0,0
"652","2014-04",2.71,0.03,0.0304189734388191,2.67958102656118,0.0538227506477304,0,1864.26,236.468,3930700,2770.5,11257.7,1.12577e+13,0,0
"653","2014-05",2.56,0.03,0.0304189734388191,2.52958102656118,0.0418763007783623,0,1889.77,236.918,3911500,2787,11321,1.1321e+13,0,0
"654","2014-06",2.6,0.04,0.0405596565874994,2.5594403434125,0.0251674823987405,0,1947.09,237.231,3948700,2821.8,11374.9,1.13749e+13,0,0
"655","2014-07",2.54,0.03,0.0304189734388191,2.50958102656118,0.016146467138505,0,1973.1,237.498,3989100,2841.4,11429.9,1.14299e+13,0,0
"656","2014-08",2.42,0.03,0.0304189734388191,2.38958102656118,0.0124792082204337,0,1961.53,237.46,4075000,2801.4,11458.9,1.14589e+13,0,0
"657","2014-09",2.53,0.02,0.0202788029839286,2.50972119701607,0.0107469764744729,0,1993.23,237.477,4049200,2866.2,11499.8,1.14998e+13,0,0
"658","2014-10",2.3,0.02,0.0202788029839286,2.27972119701607,0.0153992535786632,0,1937.27,237.43,4001500,2876.9,11566,1.1566e+13,0,0
"659","2014-11",2.33,0.02,0.0202788029839286,2.30972119701607,0.0135481874903192,0,2044.57,236.983,3830400,2892.6,11604.8,1.16048e+13,0,0
"660","2014-12",2.21,0.03,0.0304189734388191,2.17958102656118,0.0100609615350205,0,2054.27,236.252,3934500,2947.3,11684.9,1.16849e+13,0,0
"661","2015-01",1.88,0.03,0.0304189734388191,1.84958102656118,0.01022450462353,0,2028.18,234.747,4017100,2939.7,11745.6,1.17456e+13,0,0
"662","2015-02",1.98,0.02,0.0202788029839286,1.95972119701607,0.0133239753983796,0,2082.2,235.342,3840500,3004.9,11879,1.1879e+13,0,0
"663","2015-03",2.04,0.03,0.0304189734388191,2.00958102656118,0.0131090341990439,0,2079.99,235.976,4030600,2997.7,11886.8,1.18868e+13,0,0
"664","2015-04",1.94,0.02,0.0202788029839286,1.91972119701607,0.0128911654364315,0,2094.86,236.222,4059400,2996.9,11928.9,1.19289e+13,0,0
"665","2015-05",2.2,0.02,0.0202788029839286,2.17972119701607,0.0163999233130864,0,2111.94,237.001,3949400,2979.8,11957.9,1.19579e+13,0,0
"666","2015-06",2.36,0.02,0.0202788029839286,2.33972119701607,0.0156426173335208,0,2099.29,237.657,3919600,3018,12001.7,1.20017e+13,0,0
"667","2015-07",2.32,0.03,0.0304189734388191,2.28958102656118,0.0169245469896864,0,2094.14,238.034,3961200,3039.6,12051.3,1.20513e+13,0,0
"668","2015-08",2.17,0.07,0.0709847825851408,2.09901521741486,0.0203828695027768,0,2039.87,238.033,3984000,3027,12101.9,1.21019e+13,0,0
"669","2015-09",2.17,0.02,0.0202788029839286,2.14972119701607,0.0169208207984354,0,1944.41,237.498,4028500,3047,12160.8,1.21608e+13,0,0
"670","2015-10",2.07,0.02,0.0202788029839286,2.04972119701607,0.0240568101941659,0,2024.81,237.733,4060500,3022.3,12195.9,1.21959e+13,0,0
"671","2015-11",2.26,0.12,0.121703583420304,2.1382964165797,0.0230021683820696,0,2080.62,238.017,4006700,3084.8,12284.6,1.22846e+13,0,0
"672","2015-12",2.24,0.23,0.233330099972012,2.00666990002799,0.0278756399574741,0,2054.08,237.761,3835800,3100,12346.8,1.23468e+13,0,0
"673","2016-01",2.09,0.26,0.263784476130701,1.8262155238693,0.044182623894079,0,1918.6,237.652,3792700,3095,12469.9,1.24699e+13,0,0
"674","2016-02",1.78,0.31,0.314552042030714,1.46544795796929,0.0380478280340032,0,1904.42,237.336,3872500,3128,12556.7,1.25567e+13,0,0
"675","2016-03",1.89,0.29,0.294243474591513,1.59575652540849,0.0355088085940091,0,2021.95,238.08,3898400,3153.7,12616.7,1.26167e+13,0,0
"676","2016-04",1.81,0.23,0.233330099972012,1.57666990002799,0.0401901686050336,0,2075.54,238.992,3872900,3198.5,12700.4,1.27004e+13,0,0
"677","2016-05",1.81,0.27,0.273936961976549,1.53606303802345,0.027869960733004,0,2065.55,239.557,3836500,3237.8,12766.2,1.27662e+13,0,0
"678","2016-06",1.64,0.27,0.273936961976549,1.36606303802345,0.02198674000478,0,2083.89,240.222,3825500,3244.9,12829.4,1.28294e+13,0,0
"679","2016-07",1.5,0.3,0.304397501438591,1.19560249856141,0.0237057959693972,0,2148.9,240.101,3772500,3245.3,12887.7,1.28877e+13,0,0
"680","2016-08",1.56,0.3,0.304397501438591,1.25560249856141,0.0313031920282854,0,2170.95,240.545,3816700,3317.5,12972.8,1.29728e+13,0,0
"681","2016-09",1.63,0.29,0.294243474591513,1.33575652540849,0.0291076261304543,0,2157.69,241.176,3735900,3327.3,13033.6,1.30336e+13,0,0
"682","2016-10",1.76,0.33,0.334862664606059,1.42513733539394,0.0335671773103266,0,2143.02,241.741,3572100,3333.5,13100.5,1.31005e+13,0,0
"683","2016-11",2.14,0.45,0.456769575392008,1.68323042460799,0.02959081484739,0,2164.99,242.026,3629800,3353.9,13173.4,1.31734e+13,0,0
"684","2016-12",2.49,0.51,0.517750800406858,1.97224919959314,0.03565313310524,0,2246.63,242.637,3531600,3345.6,13213.4,1.32134e+13,0,0
"685","2017-01",2.43,0.51,0.517750800406858,1.91224919959314,0.0455815104618629,0,2275.12,243.618,3595500,3389.3,13283.4,1.32834e+13,0,0
"686","2017-02",2.42,0.52,0.527916138657814,1.89208386134219,0.0720175242941375,0,2329.91,244.006,3746400,3400.4,13358.8,1.33588e+13,0,0
"687","2017-03",2.48,0.74,0.751683844168509,1.72831615583149,0.0613651939776943,0,2366.82,243.892,3856300,3452.9,13426.9,1.34269e+13,0,0
"688","2017-04",2.3,0.8,0.812754681689639,1.48724531831036,0.062843674573743,0,2359.31,244.193,3821700,3452.7,13484.9,1.34849e+13,0,0
"689","2017-05",2.3,0.89,0.904395750328308,1.39560424967169,0.0660813606654419,0,2395.35,244.004,3774400,3517.6,13538.1,1.35381e+13,0,0
"690","2017-06",2.19,0.98,0.996078619201678,1.19392138079832,0.0810538455351974,0,2433.99,244.163,3762800,3526.3,13559.2,1.35592e+13,0,0
"691","2017-07",2.32,1.07,1.08780331691578,1.23219668308422,0.0985051264609353,0,2454.1,244.243,3795400,3548.6,13618.7,1.36187e+13,0,0
"692","2017-08",2.21,1.01,1.02664886937735,1.18335113062265,0.0920731343410773,0,2456.22,245.183,3910000,3585.1,13673.7,1.36737e+13,0,0
"693","2017-09",2.2,1.03,1.04703161871172,1.15296838128828,0.0839729889856046,0,2492.84,246.435,3874500,3569.3,13717.9,1.37179e+13,0,0
"694","2017-10",2.36,1.07,1.08780331691578,1.27219668308422,0.0755848737341714,0,2557,246.626,3829900,3604.4,13770.1,1.37701e+13,0,0
"695","2017-11",2.35,1.23,1.25097281631473,1.09902718368527,0.054934207255761,0,2593.61,247.284,3907700,3626.2,13799.9,1.37999e+13,0,0
"696","2017-12",2.4,1.32,1.34281385556473,1.05718614443527,0.0373963307399189,0,2664.34,247.805,3851000,3618.8,13857.9,1.38579e+13,0,0
"697","2018-01",2.58,1.41,1.43469683195857,1.14530316804143,0.0406010197695859,0,2789.8,248.859,3824800,3650.7,13869.7,1.38697e+13,0,0
"698","2018-02",2.86,1.57,1.59814798339968,1.26185201660032,0.0417268556907476,0,2705.16,249.529,3855100,3614,13912.3,1.39123e+13,0,0
"699","2018-03",2.84,1.7,1.73104981685186,1.10895018314814,0.0518341381942359,0,2702.77,249.577,3800600,3667,13970.2,1.39702e+13,0,0
"700","2018-04",2.87,1.76,1.79241871615498,1.07758128384502,0.0701430729975309,0,2653.63,250.227,3727100,3660,13988.8,1.39888e+13,0,0
"701","2018-05",2.98,1.86,1.89474177759097,1.08525822240903,0.0782827706927669,0,2701.49,250.792,3674800,3654.4,14047.2,1.40472e+13,0,0
"702","2018-06",2.91,1.9,1.93568555646424,0.97431444353576,0.0986899639467746,0,2754.35,251.018,3650500,3654.5,14103.6,1.41036e+13,0,0
"703","2018-07",2.89,1.96,1.99711682658862,0.89288317341138,0.0945442233646566,0,2793.64,251.214,3618300,3679.8,14139.2,1.41392e+13,0,0
"704","2018-08",2.89,2.03,2.06881031470655,0.821189685293452,0.0998579726933266,0,2857.82,251.663,3584500,3690.4,14181.3,1.41813e+13,0,0
"705","2018-09",3,2.13,2.17127383353204,0.828726166467958,0.103271414388242,0,2901.5,252.182,3559800,3700.1,14212.9,1.42129e+13,0,0
"706","2018-10",3.15,2.25,2.29429882456471,0.855701175435288,0.090350381574239,0,2785.46,252.772,3520900,3724.9,14222.5,1.42225e+13,0,0
"707","2018-11",3.12,2.33,2.37635719488979,0.743642805110209,0.109538863634069,0,2723.23,252.594,3476300,3700.9,14236.8,1.42368e+13,0,0
"708","2018-12",2.83,2.37,2.41739890058023,0.412601099419774,0.114585159686258,0,2567.31,252.767,3400700,3773,14362.7,1.43627e+13,0,0
"709","2019-01",2.71,2.37,2.41739890058023,0.292601099419774,0.104145815179387,0,2607.39,252.718,3346900,3745,14430,1.443e+13,0,1
